folder,product_stem,main_image_url,gallery_urls,total_images,has_model,has_non_model_counterpart
double_breasted,mens_double_breasted_suit_2021,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_2.webp,3,no,yes
double_breasted,mens_double_breasted_suit_2022,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2022_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2022_0.webp,1,no,yes
double_breasted,mens_double_breasted_suit_2023,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2023_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2023_0.webp,1,no,yes
double_breasted,mens_double_breasted_suit_2024,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_model_2024_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2024_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_model_2024_0.webp,2,yes,yes
dress_shirts/mock_neck,mens_dress_shirt_mock_neck_3001,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3001_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3001_0.webp,1,no,yes
dress_shirts/mock_neck,mens_dress_shirt_mock_neck_3003,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3003_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3003_0.webp,1,no,yes
dress_shirts/mock_neck,mens_dress_shirt_mock_neck_3007,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3007_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3007_0.webp,1,no,yes
dress_shirts/mock_neck,mens_dress_shirt_mock_neck_3011,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3011_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/mock_neck/mens_dress_shirt_mock_neck_3011_0.webp,1,no,yes
dress_shirts/stretch_collar,mens_dress_shirt_stretch_collar_3004,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3004_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_3004_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3004_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3004_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3004_2.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3004_3.webp,5,yes,yes
dress_shirts/stretch_collar,mens_dress_shirt_stretch_collar_3005,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_2.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_3.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3005_4.webp,5,yes,no
dress_shirts/stretch_collar,mens_dress_shirt_stretch_collar_3008,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_2.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_3.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/stretch_collar/mens_dress_shirt_stretch_collar_model_3008_4.webp,5,yes,no
dress_shirts/turtle_neck,mens_dress_shirt_turtle_neck_3002,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3002_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3002_0.webp,1,no,yes
dress_shirts/turtle_neck,mens_dress_shirt_turtle_neck_3006,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3006_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3006_0.webp,1,no,yes
dress_shirts/turtle_neck,mens_dress_shirt_turtle_neck_3009,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3009_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3009_0.webp,1,no,yes
dress_shirts/turtle_neck,mens_dress_shirt_turtle_neck_3010,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3010_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3010_0.webp,1,no,yes
dress_shirts/turtle_neck,mens_dress_shirt_turtle_neck_3012,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3012_0.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/dress_shirts/turtle_neck/mens_dress_shirt_turtle_neck_3012_0.webp,1,no,yes
main-solid-vest-tie,10-z,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/10-z_20.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/10-z_20.jpg,1,no,yes
main-solid-vest-tie,20250803_0017_Trendy Teal Menswear Ensemble_remix_01k1q29pfgfcpv0m0dw198y3r5,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/20250803_0017_Trendy Teal Menswear Ensemble_remix_01k1q29pfgfcpv0m0dw198y3r5.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/20250803_0017_Trendy Teal Menswear Ensemble_remix_01k1q29pfgfcpv0m0dw198y3r5.png,1,no,yes
main-solid-vest-tie,blush,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,1,yes,no
main-solid-vest-tie,blush-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-vest.jpg,1,no,yes
main-solid-vest-tie,burnt-orange,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/burnt-orange-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/burnt-orange-model.png,1,yes,no
main-solid-vest-tie,burnt-orange-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/burnt-orange-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/burnt-orange-vest.jpg,1,no,yes
main-solid-vest-tie,canary,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/canary-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/canary-model.png,1,yes,no
main-solid-vest-tie,canary-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/canary-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/canary-vest.jpg,1,no,yes
main-solid-vest-tie,carolina-blue-men,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/carolina-blue-men-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/carolina-blue-men-model.png,1,yes,no
main-solid-vest-tie,carolina-blue-men-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/carolina-blue-men-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/carolina-blue-men-vest.jpg,1,no,yes
main-solid-vest-tie,chocolate-brown,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/chocolate-brown-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/chocolate-brown-model.png,1,yes,no
main-solid-vest-tie,chocolate-brown-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/chocolate-brown-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/chocolate-brown-vest.jpg,1,no,yes
main-solid-vest-tie,coral,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/coral-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/coral-model.png,1,yes,no
main-solid-vest-tie,coral-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/coral-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/coral-vest.jpg,1,no,yes
main-solid-vest-tie,dar-burgundy-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dar-burgundy-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dar-burgundy-vest.jpg,1,no,yes
main-solid-vest-tie,dark-burgundy,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dark-burgundy-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dark-burgundy-model.png,1,yes,no
main-solid-vest-tie,dusty-rose,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-rose-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-rose-model.png,1,yes,no
main-solid-vest-tie,dusty-rose-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-rose-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-rose-vest.jpg,1,no,yes
main-solid-vest-tie,dusty-sage,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-sage-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-sage-model.png,1,yes,no
main-solid-vest-tie,dusty-sage-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-sage-vest.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/dusty-sage-vest.png,1,no,yes
main-solid-vest-tie,emerlad-green-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/emerlad-green-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/emerlad-green-vest.jpg,1,no,yes
main-solid-vest-tie,emerlad-green=model,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/emerlad-green=model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/emerlad-green=model.png,1,no,yes
main-solid-vest-tie,fuchsia,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/fuchsia-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/fuchsia-model.png,1,yes,no
main-solid-vest-tie,fuchsia-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/fuchsia-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/fuchsia-vest.jpg,1,no,yes
main-solid-vest-tie,gold,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/gold-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/gold-model.png,1,yes,no
main-solid-vest-tie,gold-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/gold-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/gold-vest.jpg,1,no,yes
main-solid-vest-tie,grey,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/grey-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/grey-model.png,1,yes,no
main-solid-vest-tie,grey-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/grey-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/grey-vest.jpg,1,no,yes
main-solid-vest-tie,hunter-green,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/hunter-green-model.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/hunter-green-model.jpg;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/hunter-green-model.png,2,yes,no
main-solid-vest-tie,lilac,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/lilac-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/lilac-model.png,1,yes,no
main-solid-vest-tie,lilac-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/lilac-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/lilac-vest.jpg,1,no,yes
main-solid-vest-tie,mint,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/mint-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/mint-model.png,1,yes,no
main-solid-vest-tie,mint-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/mint-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/mint-vest.jpg,1,no,yes
main-solid-vest-tie,peach,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/peach-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/peach-model.png,1,yes,no
main-solid-vest-tie,peach-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/peach-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/peach-vest.jpg,1,no,yes
main-solid-vest-tie,pink-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/pink-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/pink-vest-model.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/pink-vest.jpg,2,yes,no
main-solid-vest-tie,plum,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/plum-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/plum-model.png,1,yes,no
main-solid-vest-tie,plum-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/plum-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/plum-vest.jpg,1,no,yes
main-solid-vest-tie,powder-blue,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/powder-blue-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/powder-blue-model.png,1,yes,no
main-solid-vest-tie,powder-blue-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/powder-blue-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/powder-blue-vest.jpg,1,no,yes
main-solid-vest-tie,red-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/red-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/red-vest-model.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/red-vest.jpg,2,yes,no
main-solid-vest-tie,rose-gold-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/rose-gold-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/rose-gold-vest.jpg;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/rose-gold-vest.png,2,no,yes
main-solid-vest-tie,royal-blue,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/royal-blue-model.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/royal-blue-model.jpg;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/royal-blue-model.png,2,yes,no
main-solid-vest-tie,Turquoise,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/Turquoise-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/Turquoise-model.png,1,yes,no
main-solid-vest-tie,Turquoise-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/Turquoise-vest.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/Turquoise-vest.jpg,1,no,yes
main-solid-vest-tie,wine,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/wine-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/wine-model.png,1,yes,no
main-solid-vest-tie,wine-veset,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/wine-veset.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/wine-veset.jpg,1,no,yes
main-sparkle-vest,30-b-men-s-glitter-vest-bowtie-hanky-set,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-b-men-s-glitter-vest-bowtie-hanky-set.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-b-men-s-glitter-vest-bowtie-hanky-set.jpg,1,no,yes
main-sparkle-vest,30-i-men-s-glitter-vest-bowtie-hanky-set,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-i-men-s-glitter-vest-bowtie-hanky-set.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-i-men-s-glitter-vest-bowtie-hanky-set.jpg,1,no,yes
main-sparkle-vest,30-q-men-s-glitter-vest-bowtie-hanky-set,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-q-men-s-glitter-vest-bowtie-hanky-set.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-q-men-s-glitter-vest-bowtie-hanky-set.jpg,1,no,yes
main-sparkle-vest,30-zz-men-s-glitter-vest-bowtie-hanky-set,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-zz-men-s-glitter-vest-bowtie-hanky-set.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/30-zz-men-s-glitter-vest-bowtie-hanky-set.jpg,1,no,yes
main-sparkle-vest,black-sparkle-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/black-sparkle-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/black-sparkle-vest-model.png,1,yes,no
main-sparkle-vest,gold-sparkle-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/gold-sparkle-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/gold-sparkle-vest-model.png,1,yes,no
main-sparkle-vest,royal-sparkle-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/royal-sparkle-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/royal-sparkle-vest-model.png,1,yes,no
main-sparkle-vest,silver-sparkle-vest,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/silver-sparkle-vest-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-sparkle-vest/silver-sparkle-vest-model.png,1,yes,no
main-suspender-bowtie-set,20250803_0339_Stylish Formal Accessories_remix_01k1qdvxc3emd96chtgx0jr6jm,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/20250803_0339_Stylish Formal Accessories_remix_01k1qdvxc3emd96chtgx0jr6jm.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/20250803_0339_Stylish Formal Accessories_remix_01k1qdvxc3emd96chtgx0jr6jm.png,1,no,yes
main-suspender-bowtie-set,black,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,1,yes,no
main-suspender-bowtie-set,brown-sus-bowtie,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/brown-model-sus-bowtie.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/brown-model-sus-bowtie.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/brown-sus-bowtie.jpg,2,yes,no
main-suspender-bowtie-set,burnt-orange,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/burnt-orange-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/burnt-orange-model.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/burnt-orange.jpg,2,yes,no
main-suspender-bowtie-set,dusty-rose,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/dusty-rose-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/dusty-rose-model.png,1,yes,no
main-suspender-bowtie-set,dusty-rose-sus-,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/dusty-rose-sus-.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/dusty-rose-sus-.jpg,1,no,yes
main-suspender-bowtie-set,fuchsia-sus-bowtie,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/fuchsia-model-sus-bowtie.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/fuchsia-model-sus-bowtie.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/fuchsia-sus-bowtie.jpg,2,yes,no
main-suspender-bowtie-set,gold-sus-bowtie,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/gold-sus-bowtie-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/gold-sus-bowtie-model.png;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/gold-sus-bowtie.jpg,2,yes,no
